model,stage,n_folds,roc_auc_mean,roc_auc_std,roc_auc_min,roc_auc_max,average_precision_mean,average_precision_std,average_precision_min,average_precision_max,brier_mean,brier_std,brier_min,brier_max,log_loss_mean,log_loss_std,log_loss_min,log_loss_max,lift_top_10pct_mean,lift_top_10pct_std,lift_top_10pct_min,lift_top_10pct_max,recall_top_20pct_mean,recall_top_20pct_std,recall_top_20pct_min,recall_top_20pct_max
multihead_calibrated,MACRO,4,0.5318617403892499,0.010785303683348598,0.5167725375893886,0.5405140355051997,0.44218695352510984,0.04626746868785069,0.3802165555352439,0.4788203075439918,0.23875830405439472,0.006928722498977073,0.2286872087331038,0.24453129301426388,0.6700737358343587,0.014364759578096903,0.649252886467773,0.6822434523374357,1.1205341047279185,0.02776704448857398,1.0981897471414863,1.1607906751566268,0.22072041342235246,0.005687964686847363,0.21374330305147915,0.22701830695594452
multihead_calibrated,T0_cold,4,0.5236624908496392,0.010753035377195857,0.5091399674785126,0.534908037504928,0.4720190418734022,0.04679230943558196,0.41520133055405983,0.5105282846129608,0.24667625263767218,0.0050509656677031846,0.2392485339192717,0.25042690150020347,0.686478315663732,0.010159810443071399,0.6715374385284405,0.6940146580661672,1.0346553649983001,0.0675766714077987,0.9366643209007741,1.0860134629768137,0.2207542995310799,0.006894251924836249,0.21120689655172414,0.22641509433962265
multihead_calibrated,T1_first_inquiry,4,0.4905123920684184,0.020074473254871487,0.4684920493121315,0.5080583402951824,0.4507928576762891,0.04670202349242932,0.38596247306545817,0.49740992800848116,0.24834415059609555,0.005577333807653255,0.23998132071745715,0.251294588754218,0.689886688873111,0.011273990468158544,0.6729779729698007,0.6957554448689266,1.119427675079403,0.025002813386614274,1.0830648048693161,1.1385109599395313,0.2033157957056558,0.014224300745850665,0.18652849740932642,0.22127659574468084
multihead_calibrated,T2_engaged,4,0.5814103382496922,0.0073533265809564,0.5726855959775214,0.5906805827353772,0.40374896102563823,0.05130224688512254,0.3394858629862138,0.45793614456153714,0.22125450892941645,0.011295034914822623,0.2068317715625826,0.2344229710566908,0.6338562029662329,0.02409322410442013,0.6032432479050779,0.6620948629658492,1.207519274106052,0.12094953159112536,1.0849436392914653,1.3549846457556483,0.23809114503032172,0.018035863130728264,0.2111111111111111,0.24857142857142858
pooled_catboost_calibrated,MACRO,4,0.5589311458282419,0.014274458789132253,0.5377352581033489,0.568638280484595,0.4556622505622909,0.03984172061890858,0.40989441023671563,0.49354756931054283,0.23731240729129244,0.007730783974091264,0.22649811724808447,0.24449501322311798,0.6671459861337188,0.01680183511645919,0.6441222973946648,0.6836198212417498,1.176098929793617,0.12988001955166378,1.023108097187163,1.3393732402923957,0.2237039501876,0.00901556965674299,0.21246797111576984,0.23441441083202763
pooled_catboost_calibrated,T0_cold,4,0.5031311770302077,0.021832092482046896,0.4761462957824639,0.5263120275896574,0.45293357628598,0.04227384921350529,0.41085720023871675,0.49181049244686625,0.24695664060953704,0.005399072361167155,0.2391051809369663,0.2512783116063608,0.6870609894383891,0.010884736366990345,0.6712134819624137,0.6957368994443421,1.0514018585436524,0.25377313155549763,0.7920677705044282,1.3445880970189124,0.19439213740789293,0.017915665346049565,0.16981132075471697,0.21145374449339208
pooled_catboost_calibrated,T1_first_inquiry,4,0.5522004122283288,0.03352362469104504,0.5208390528483186,0.5997121710526316,0.4806139848891481,0.043596385040729685,0.42383283657796833,0.5273084481223582,0.24788792426134437,0.010902746633523,0.23879820681203262,0.262347999266013,0.6897132712578117,0.023992630689427783,0.6701037299288853,0.7220490607188091,1.0747860240927671,0.05169068515830688,1.0018896447467875,1.1236121391561806,0.2097081828258467,0.007687291094669258,0.20207253886010362,0.2175925925925926
pooled_catboost_calibrated,T2_engaged,4,0.621461848226189,0.0269160156712506,0.5932346386501114,0.6564514024787997,0.43343919051174473,0.03717311005813466,0.39499319389346177,0.4688275377703043,0.21709265700299596,0.013333921556634935,0.20159096399525453,0.23214156880107822,0.6246636977049554,0.029179612973575027,0.5910496802926952,0.6567563736607941,1.402108906744431,0.13445592950125343,1.2753668763102726,1.5499194847020934,0.2670115303290604,0.02916552963686839,0.24202127659574468,0.30745341614906835
pooled_nn_calibrated,MACRO,4,0.5359368119101804,0.009667262892454528,0.5244821684929138,0.5479300892107993,0.4426987415637271,0.032355791566115774,0.3990847622756754,0.4738560096859481,0.23876916555369215,0.007448838215544504,0.22803145226986002,0.24508274801183919,0.6701094839091566,0.015541760532758513,0.6476683377345777,0.6832333329684995,1.0807611895368159,0.05777939623100243,1.016715916540272,1.1360230546240275,0.2210130455236195,0.006086130443496619,0.21208362450500814,0.22557576075184294
pooled_nn_calibrated,T0_cold,4,0.5331780783291271,0.0055395721344615595,0.5261831707776958,0.5385343887925951,0.47774770291364854,0.030484618670672214,0.440295104416751,0.5130475968053825,0.24581559344935275,0.005233998022152271,0.23845752732040462,0.24991389255551466,0.6847334906318014,0.010548841620752768,0.6698947487616602,0.692978609475082,1.0666291893361255,0.08951709004228998,0.9784366576819407,1.1495425756509499,0.2278333792506507,0.01741036134106214,0.20754716981132076,0.24607329842931938
