score,metric,estimate,ci_low,ci_high,bootstrap_iterations
positive_rate,roc_auc,0.5,0.5,0.5,1000
positive_rate,average_precision,0.21215663354763295,0.19343950905902982,0.2314436002337814,1000
positive_rate,brier,0.16724551461702217,0.1560972501452617,0.17873318760900012,1000
positive_rate,log_loss,0.5171042383068328,0.491412031642832,0.5435786433001826,1000
positive_rate,lift_top_5pct,1.0,0.9999999999999999,1.0,1000
positive_rate,lift_top_10pct,1.0,0.9999999999999999,1.0,1000
positive_rate,recall_top_10pct,0.1005260081823495,0.10052600818234948,0.10052600818234951,1000
positive_rate,recall_top_20pct,0.20046756282875508,0.20046756282875508,0.20046756282875514,1000
selected_calibrated,roc_auc,0.5477761156207339,0.5272970480363431,0.568425301267308,1000
selected_calibrated,average_precision,0.2391286807814938,0.21447914333875298,0.26553750837554174,1000
selected_calibrated,brier,0.16577089801701325,0.15454310336389246,0.17722571432997086,1000
selected_calibrated,log_loss,0.5128738920902987,0.48692539275548685,0.5394342762161927,1000
selected_calibrated,lift_top_5pct,1.6887936241363564,1.3807304652736343,1.9826194964681327,1000
selected_calibrated,lift_top_10pct,1.6887936241363564,1.3807304652736343,1.9816787539063285,1000
selected_calibrated,recall_top_10pct,0.16976768167823103,0.1387993220497166,0.19921025462997574,1000
selected_calibrated,recall_top_20pct,0.26804190798464245,0.23911385750390016,0.2975698764373168,1000
