prediction_key,lead_id,stage,score_time,current_inquiry_id,current_spot_id,inquiry_number,stage_eligibility,target_status,target_value,current_spot_existed_at_score_time,user_type,company_size,industry,search_sector,search_modality,target_area_sqm,min_budget_mxn_rent_monthly,max_budget_mxn_rent_monthly,min_budget_mxn_sale_total,max_budget_mxn_sale_total,preferred_state,preferred_municipality,preferred_corridor,source,channel,message_length,requested_area_sqm,requested_budget_mxn_rent_monthly,requested_budget_mxn_sale_total,urgency_days,asked_visit,hist_prior_inquiry_count,hist_prior_unique_spots,hist_prior_asked_visit_count,hist_prior_asked_visit_rate,hist_prior_message_length_mean,hist_prior_urgency_known_count,hist_prior_urgency_days_mean,hist_max_inquiry_time,natural_light,luminaires,charging_ports,security_type,floor_level,elevators,vertical_height_m,parking_spaces,building_status,floor_material,amenities,prior_searches,prior_inquiries,has_converted_before
L4332:T2:I19673,4332,T2,2025-10-28T08:49:22.000Z,19673,2579,2,ELIGIBLE,NEGATIVE,0,true,investor,small,logistics,Retail,both,245.3,65072.01,89378.71,11712961.88,16929679.17,Chihuahua,Chihuahua,centro-chihuahua,paid,app,188,601.2,85501.17,15896165.97,100,false,1,1,0,0,209,0,,2025-10-25T18:10:00.000Z,false,4,3,none,14,9,,101,good,polished_concrete,[],37,0,false
L4332:T2:I19672,4332,T2,2025-10-28T10:07:37.000Z,19672,2612,3,ELIGIBLE,NEGATIVE,0,true,investor,small,logistics,Retail,both,245.3,65072.01,89378.71,11712961.88,16929679.17,Chihuahua,Chihuahua,centro-chihuahua,paid,web,300,252.7,82973.86,16929679.17,324,false,2,2,0,0,198.5,1,100,2025-10-28T08:49:22.000Z,true,4,,cctv,0,3,3.4,7,good,ceramic,[],37,0,false
L4332:T2:I19670,4332,T2,2026-04-20T19:37:00.000Z,19670,1512,4,ELIGIBLE,NEGATIVE,0,true,investor,small,logistics,Retail,both,245.3,65072.01,89378.71,11712961.88,16929679.17,Chihuahua,Chihuahua,centro-chihuahua,paid,app,288,174.0,76595.89,16588471.68,18,false,3,3,0,0,232.33333333333334,2,212,2025-10-28T10:07:37.000Z,true,8,13,cctv,0,2,5.5,6,needs_renovation,polished_concrete,[],37,0,false
L4332:T2:I19669,4332,T2,2026-05-11T20:17:00.000Z,19669,778,5,ELIGIBLE,NEGATIVE,0,true,investor,small,logistics,Retail,both,245.3,65072.01,89378.71,11712961.88,16929679.17,Chihuahua,Chihuahua,centro-chihuahua,paid,web,523,290.9,68017.37,14014592.44,,false,4,4,0,0,246.25,3,147.33333333333334,2026-04-20T19:37:00.000Z,true,0,0,cctv,0,0,3.6,19,good,concrete,"[""reception"", ""meeting_rooms"", ""loading_dock"", ""storage""]",37,0,false
L4332:T2:I19671,4332,T2,2026-06-26T08:10:00.000Z,19671,332,6,ELIGIBLE,NEGATIVE,0,true,investor,small,logistics,Retail,both,245.3,65072.01,89378.71,11712961.88,16929679.17,Chihuahua,Chihuahua,centro-chihuahua,paid,whatsapp,95,540.4,89378.71,16929679.17,,false,5,5,0,0,301.6,3,147.33333333333334,2026-05-11T20:17:00.000Z,true,0,0,basic,0,4,3.8,61,fair,,"[""lounge"", ""reception"", ""kitchen""]",37,0,false
L4333:T0,4333,T0,2025-12-22T00:00:00.000Z,,,0,ELIGIBLE,POSITIVE,1,true,broker,medium,technology,Retail,both,341.0,79601.69,113096.91,14328304.36,16851548.89,Yucatán,Mérida,paseo-montejo,referral,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,,0,0,false
L4333:T1:I19680,4333,T1,2025-12-22T17:35:22.000Z,19680,1534,1,ELIGIBLE,NEGATIVE,0,true,broker,medium,technology,Retail,both,341.0,79601.69,113096.91,14328304.36,16851548.89,Yucatán,Mérida,paseo-montejo,referral,web,350,3327.1,88977.19,13734026.33,88,false,0,0,0,,,0,,,true,3,2,basic,0,23,7.4,223,good,concrete,[],0,0,false
L4333:T2:I19679,4333,T2,2025-12-22T19:27:04.000Z,19679,1702,2,ELIGIBLE,NEGATIVE,0,true,broker,medium,technology,Retail,both,341.0,79601.69,113096.91,14328304.36,16851548.89,Yucatán,Mérida,paseo-montejo,referral,web,454,350.2,113096.91,11825028.47,58,true,1,1,0,0,350,1,88,2025-12-22T17:35:22.000Z,true,0,0,cctv,5,4,4.2,39,good,polished_concrete,[],0,0,false
L4333:T2:I19675,4333,T2,2025-12-24T20:48:48.000Z,19675,829,3,ELIGIBLE,NEGATIVE,0,true,broker,medium,technology,Retail,both,341.0,79601.69,113096.91,14328304.36,16851548.89,Yucatán,Mérida,paseo-montejo,referral,app,197,150.0,113096.91,12194816.31,,false,2,2,1,0.5,402,2,73,2025-12-22T19:27:04.000Z,true,13,3,basic,29,13,2.6,1,new,ceramic,[],0,0,false
L4333:T2:I19681,4333,T2,2025-12-26T13:13:56.000Z,19681,1915,4,ELIGIBLE,NEGATIVE,0,true,broker,medium,technology,Retail,both,341.0,79601.69,113096.91,14328304.36,16851548.89,Yucatán,Mérida,paseo-montejo,referral,phone,256,229.4,98230.29,11996584.47,212,true,3,3,1,0.3333333333333333,333.6666666666667,2,73,2025-12-24T20:48:48.000Z,true,35,0,none,0,1,4.1,2,good,concrete,[],0,0,false
L4333:T2:I19677,4333,T2,2025-12-28T07:34:54.000Z,19677,999,5,ELIGIBLE,POSITIVE,1,true,broker,medium,technology,Retail,both,341.0,79601.69,113096.91,14328304.36,16851548.89,Yucatán,Mérida,paseo-montejo,referral,phone,210,388.8,90859.06,16248101.34,24,false,4,4,2,0.5,314.25,3,119.33333333333333,2025-12-26T13:13:56.000Z,true,8,0,basic,2,2,3.6,16,good,concrete,"[""security_booth"", ""storage""]",0,0,false
L4333:T2:I19674,4333,T2,2025-12-28T19:32:59.000Z,19674,2,6,INELIGIBLE_PRIOR_SCHEDULED_VISIT,INELIGIBLE,,true,broker,medium,technology,Retail,both,341.0,79601.69,113096.91,14328304.36,16851548.89,Yucatán,Mérida,paseo-montejo,referral,app,134,387.5,86482.89,14161369.19,,false,5,5,2,0.4,293.4,4,95.5,2025-12-28T07:34:54.000Z,true,0,0,basic,0,1,2.6,26,new,wood,[],0,0,false
L4333:T2:I19678,4333,T2,2026-02-01T08:56:00.000Z,19678,1130,7,INELIGIBLE_PRIOR_SCHEDULED_VISIT,INELIGIBLE,,true,broker,medium,technology,Retail,both,341.0,79601.69,113096.91,14328304.36,16851548.89,Yucatán,Mérida,paseo-montejo,referral,app,180,662.4,92143.17,14657337.88,87,false,6,6,2,0.3333333333333333,266.8333333333333,4,95.5,2025-12-28T19:32:59.000Z,true,0,0,cctv,0,6,8.5,46,fair,wood,[],0,0,false
L4333:T2:I19676,4333,T2,2026-05-11T13:09:00.000Z,19676,95,8,INELIGIBLE_PRIOR_SCHEDULED_VISIT,INELIGIBLE,,true,broker,medium,technology,Retail,both,341.0,79601.69,113096.91,14328304.36,16851548.89,Yucatán,Mérida,paseo-montejo,referral,whatsapp,134,100.0,102356.15,12763827.86,74,true,7,7,2,0.2857142857142857,254.42857142857142,5,93.8,2026-02-01T08:56:00.000Z,true,38,16,none,0,1,5.3,1,good,concrete,"[""meeting_rooms"", ""loading_dock"", ""parking""]",0,0,false
L4334:T0,4334,T0,2025-09-18T00:00:00.000Z,,,0,ELIGIBLE,NEGATIVE,0,true,tenant_direct,large,technology,Office,rent,500.4,145629.87,192423.82,,,Nuevo León,Monterrey,macroplaza,paid,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,,5,0,false
L4334:T1:I19683,4334,T1,2025-09-26T10:47:16.000Z,19683,1136,1,ELIGIBLE,NEGATIVE,0,true,tenant_direct,large,technology,Office,rent,500.4,145629.87,192423.82,,,Nuevo León,Monterrey,macroplaza,paid,app,196,414.5,187440.66,,91,false,0,0,0,,,0,,,true,5,0,basic,4,1,3.3,12,good,polished_concrete,"[""rooftop"", ""conference_room"", ""cafeteria""]",5,0,false
L4334:T2:I19684,4334,T2,2026-03-12T19:13:00.000Z,19684,2255,2,ELIGIBLE,POSITIVE,1,true,tenant_direct,large,technology,Office,rent,500.4,145629.87,192423.82,,,Nuevo León,Monterrey,macroplaza,paid,app,295,520.5,170108.43,,,false,1,1,0,0,196,1,91,2025-09-26T10:47:16.000Z,true,0,0,basic,2,0,3.2,5,new,polished_concrete,[],5,0,false
L4334:T2:I19682,4334,T2,2026-04-22T19:38:00.000Z,19682,2398,3,INELIGIBLE_PRIOR_SCHEDULED_VISIT,INELIGIBLE,,true,tenant_direct,large,technology,Office,rent,500.4,145629.87,192423.82,,,Nuevo León,Monterrey,macroplaza,paid,web,178,530.9,152997.09,,,false,2,2,0,0,245.5,1,91,2026-03-12T19:13:00.000Z,true,8,0,basic,0,4,2.6,31,fair,,"[""meeting_rooms"", ""rooftop"", ""kitchen"", ""lounge""]",5,0,false
L4335:T0,4335,T0,2026-02-09T00:00:00.000Z,,,0,ELIGIBLE,POSITIVE,1,true,investor,large,technology,Retail,sale,371.7,,,17924077.29,24828549.0,Jalisco,Zapopan,andares-puerta-hierro,paid,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,,47,5,false
