prediction_key,lead_id,stage,score_time,current_inquiry_id,current_spot_id,inquiry_number,stage_eligibility,target_status,target_value,current_spot_existed_at_score_time,user_type,company_size,industry,search_sector,search_modality,target_area_sqm,min_budget_mxn_rent_monthly,max_budget_mxn_rent_monthly,min_budget_mxn_sale_total,max_budget_mxn_sale_total,preferred_state,preferred_municipality,preferred_corridor,source,channel,message_length,requested_area_sqm,requested_budget_mxn_rent_monthly,requested_budget_mxn_sale_total,urgency_days,asked_visit,hist_prior_inquiry_count,hist_prior_unique_spots,hist_prior_asked_visit_count,hist_prior_asked_visit_rate,hist_prior_message_length_mean,hist_prior_urgency_known_count,hist_prior_urgency_days_mean,hist_max_inquiry_time,natural_light,luminaires,charging_ports,security_type,floor_level,elevators,vertical_height_m,parking_spaces,building_status,floor_material,amenities,prior_searches,prior_inquiries,has_converted_before
L720:T2:I3276,720,T2,2026-05-30T14:37:00.000Z,3276,1,7,AMBIGUOUS_PRIOR_SCHEDULED_TIME,AMBIGUOUS,,true,developer,small,manufacturing,Retail,rent,429.4,114400.68,149838.8,,,Yucatán,Mérida,paseo-montejo,social,phone,65,533.4,149838.8,,241,false,6,6,0,0,266.8333333333333,3,163,2026-04-23T12:34:00.000Z,false,0,0,full,0,7,2.3,35,new,ceramic,"[""rooftop"", ""cafeteria"", ""gym"", ""meeting_rooms""]",0,0,false
L721:T0,721,T0,2026-06-16T00:00:00.000Z,,,0,ELIGIBLE,CENSORED,,true,tenant_direct,large,technology,Land,rent,208.3,7688.75,10674.6,,,Jalisco,Guadalajara,americana-chapultepec,organic,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,,2,1,false
L721:T1:I3282,721,T1,2026-06-21T09:46:45.000Z,3282,2925,1,ELIGIBLE,NEGATIVE,0,true,tenant_direct,large,technology,Land,rent,208.3,7688.75,10674.6,,,Jalisco,Guadalajara,americana-chapultepec,organic,whatsapp,89,3740.3,9293.69,,16,false,0,0,0,,,0,,,true,14,0,basic,0,26,0.0,4,good,,[],2,1,false
L721:T2:I3283,721,T2,2026-06-26T08:10:40.000Z,3283,2558,2,ELIGIBLE,POSITIVE,1,true,tenant_direct,large,technology,Land,rent,208.3,7688.75,10674.6,,,Jalisco,Guadalajara,americana-chapultepec,organic,email,86,210.6,10674.6,,,false,1,1,0,0,89,1,16,2026-06-21T09:46:45.000Z,true,0,0,full,0,2,,1,good,polished_concrete,"[""rooftop"", ""storage""]",2,1,false
L722:T0,722,T0,2025-02-24T00:00:00.000Z,,,0,ELIGIBLE,NEGATIVE,0,true,tenant_direct,small,retail,Industrial,rent,6996.6,103560.69,134882.64,,,CDMX,Cuauhtémoc,roma-condesa,social,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,,5,2,false
L722:T1:I3284,722,T1,2025-08-20T10:37:00.000Z,3284,2344,1,ELIGIBLE,NEGATIVE,0,true,tenant_direct,small,retail,Industrial,rent,6996.6,103560.69,134882.64,,,CDMX,Cuauhtémoc,roma-condesa,social,web,136,173.0,103146.63,,31,true,0,0,0,,,0,,,true,0,0,basic,0,1,,6,good,concrete,[],5,2,false
L722:T2:I3288,722,T2,2025-08-27T17:07:00.000Z,3288,138,2,ELIGIBLE,NEGATIVE,0,true,tenant_direct,small,retail,Industrial,rent,6996.6,103560.69,134882.64,,,CDMX,Cuauhtémoc,roma-condesa,social,whatsapp,297,6048.0,116863.17,,174,false,1,1,1,1,136,1,31,2025-08-20T10:37:00.000Z,true,0,0,none,0,5,3.3,62,good,carpet,[],5,2,false
L722:T2:I3289,722,T2,2025-09-08T08:37:00.000Z,3289,1999,3,ELIGIBLE,NEGATIVE,0,true,tenant_direct,small,retail,Industrial,rent,6996.6,103560.69,134882.64,,,CDMX,Cuauhtémoc,roma-condesa,social,app,315,1000.0,127598.33,,,true,2,2,1,0.5,216.5,2,102.5,2025-08-27T17:07:00.000Z,false,2,,basic,0,1,7.3,6,good,ceramic,"[""cafeteria""]",5,2,false
L722:T2:I3290,722,T2,2025-11-29T17:18:00.000Z,3290,942,4,ELIGIBLE,NEGATIVE,0,true,tenant_direct,small,retail,Industrial,rent,6996.6,103560.69,134882.64,,,CDMX,Cuauhtémoc,roma-condesa,social,whatsapp,360,6301.6,125102.57,,,true,3,3,2,0.6666666666666666,249.33333333333334,2,102.5,2025-09-08T08:37:00.000Z,false,5,3,basic,0,3,6.6,31,good,polished_concrete,[],5,2,false
L722:T2:I3286,722,T2,2025-12-03T09:34:00.000Z,3286,554,5,ELIGIBLE,NEGATIVE,0,true,tenant_direct,small,retail,Industrial,rent,6996.6,103560.69,134882.64,,,CDMX,Cuauhtémoc,roma-condesa,social,email,232,106.5,134882.64,,106,true,4,4,3,0.75,277,2,102.5,2025-11-29T17:18:00.000Z,false,0,,basic,0,1,3.7,0,fair,concrete,"[""loading_dock"", ""meeting_rooms"", ""conference_room"", ""security_booth""]",5,2,false
L722:T2:I3285,722,T2,2025-12-21T20:02:00.000Z,3285,2799,6,ELIGIBLE,NEGATIVE,0,true,tenant_direct,small,retail,Industrial,rent,6996.6,103560.69,134882.64,,,CDMX,Cuauhtémoc,roma-condesa,social,app,177,7502.5,134389.54,,18,false,5,5,4,0.8,268,3,103.66666666666667,2025-12-03T09:34:00.000Z,false,3,0,cctv,2,20,0.0,2,needs_renovation,polished_concrete,[],5,2,false
L722:T2:I3287,722,T2,2026-06-11T19:51:00.000Z,3287,2844,7,ELIGIBLE,NEGATIVE,0,true,tenant_direct,small,retail,Industrial,rent,6996.6,103560.69,134882.64,,,CDMX,Cuauhtémoc,roma-condesa,social,web,157,5901.8,134882.64,,,false,6,6,4,0.6666666666666666,252.83333333333334,4,82.25,2025-12-21T20:02:00.000Z,false,4,,basic,0,2,6.6,26,fair,polished_concrete,"[""storage""]",5,2,false
L723:T0,723,T0,2026-01-15T00:00:00.000Z,,,0,ELIGIBLE,POSITIVE,1,true,broker,small,technology,Land,rent,403.9,16969.49,24110.7,,,Jalisco,Guadalajara,americana-chapultepec,paid,,,,,,,,0,0,0,,,0,,,,,,,,,,,,,,3,97,true
L723:T1:I3291,723,T1,2026-01-17T09:54:31.000Z,3291,184,1,ELIGIBLE,NEGATIVE,0,true,broker,small,technology,Land,rent,403.9,16969.49,24110.7,,,Jalisco,Guadalajara,americana-chapultepec,paid,app,135,603.4,24110.7,,281,false,0,0,0,,,0,,,false,16,0,basic,2,5,2.7,101,good,concrete,[],3,97,true
