model,roc_auc,average_precision,brier,log_loss,lift_top_10pct,recall_top_20pct,lead_level_ap,lead_level_auc,lead_level_lift_top_10pct,lead_level_n,lead_level_visit_rate
E006_parent_marginals,0.4984549324764821,0.2098092284098022,0.1651711523243855,0.5129078140929567,1.0012453535105759,0.19722814498933902,0.3751999362491275,0.5469022388090752,1.1115540020304844,2065,0.34334140435835353
E008_behavioral_persona,0.4944412728341046,0.2026791721454756,0.16528782229674135,0.5132590551738024,0.9373360756269222,0.18443496801705758,0.3692854635012952,0.5417228345211794,1.139694609676826,2065,0.34334140435835353
E009_dynamic_need_t1,0.49830669776566344,0.2074005987551555,0.1653817726302331,0.5136570397105329,1.033199992452403,0.2068230277185501,0.37977788689613057,0.5529751280419054,1.22411643261585,2065,0.34334140435835353
E010_clean_broker_profiles,0.5015420879313406,0.20755827869231536,0.16535784570990544,0.5135579571481228,0.9479876219408645,0.1908315565031983,0.3848961243430379,0.5571913576394523,1.139694609676826,2065,0.34334140435835353
E011_hierarchical_matching,0.48550353915958816,0.20691920028789765,0.1665720175341652,0.5180724019954175,1.0118968998245184,0.19402985074626866,0.4197673262101081,0.5773759002458905,1.3929600784938982,2065,0.34334140435835353
E012_dynamic_need_strong_baseline,0.5047500658489872,0.21134672595943618,0.16529516278249065,0.513356512940913,1.107760816649999,0.21961620469083157,0.38013701192650284,0.5584098880387435,1.139694609676826,2065,0.34334140435835353
E013_balanced_broker_profiles,0.5047500658489872,0.21134672595943618,0.16529516278249065,0.513356512940913,1.107760816649999,0.21961620469083157,0.38013701192650284,0.5584098880387435,1.139694609676826,2065,0.34334140435835353
E014_hierarchical_matching_v2,0.5047500658489872,0.21134672595943618,0.16529516278249065,0.513356512940913,1.107760816649999,0.21961620469083157,0.38013701192650284,0.5584098880387435,1.139694609676826,2065,0.34334140435835353
E015_broker_service_profile,0.5044997801060973,0.21134423774169533,0.16530578153787934,0.5134014588182348,1.1184123629639413,0.21855010660980811,0.3808972215266736,0.559531684910818,1.1537649134999965,2065,0.34334140435835353
E016_dynamic_service_hierarchy,0.4866195454095807,0.21067647113006277,0.16682810638936718,0.5192966100355275,1.1716700945336527,0.19829424307036247,0.4049327405864165,0.5730374535575055,1.364819470847557,2065,0.34334140435835353
E007_old_compatibility,0.49846238145692523,0.21170639622042342,0.1662711464240925,0.5168312910394988,1.033199992452403,0.2068230277185501,0.42699266201372266,0.5899002916567853,1.407030382317069,2065,0.34334140435835353
