population,aggregation,system,population_pct,cumulative_gains
DEVELOPMENT_OOF,MACRO,LEAD_QUALITY_RECOVERED,1,0.011885132900171664
DEVELOPMENT_OOF,MACRO,LEAD_QUALITY_RECOVERED,2,0.02393578486813994
DEVELOPMENT_OOF,MACRO,LEAD_QUALITY_RECOVERED,3,0.029869449452394697
DEVELOPMENT_OOF,MACRO,LEAD_QUALITY_RECOVERED,4,0.037921758104446056
DEVELOPMENT_OOF,MACRO,LEAD_QUALITY_RECOVERED,5,0.04385542268870081
DEVELOPMENT_OOF,MACRO,LEAD_QUALITY_RECOVERED,6,0.053860856340752175
DEVELOPMENT_OOF,MACRO,LEAD_QUALITY_RECOVERED,7,0.06550704442124754
DEVELOPMENT_OOF,MACRO,LEAD_QUALITY_RECOVERED,8,0.07582571247722997
DEVELOPMENT_OOF,MACRO,LEAD_QUALITY_RECOVERED,9,0.090216149601009
DEVELOPMENT_OOF,MACRO,LEAD_QUALITY_RECOVERED,10,0.10843941097290834
DEVELOPMENT_OOF,MACRO,LEAD_QUALITY_RECOVERED,11,0.11265889537683942
DEVELOPMENT_OOF,MACRO,LEAD_QUALITY_RECOVERED,12,0.12297756343282183
DEVELOPMENT_OOF,MACRO,LEAD_QUALITY_RECOVERED,13,0.13933892928826302
DEVELOPMENT_OOF,MACRO,LEAD_QUALITY_RECOVERED,14,0.15739667159236576
DEVELOPMENT_OOF,MACRO,LEAD_QUALITY_RECOVERED,15,0.1637348000640934
DEVELOPMENT_OOF,MACRO,LEAD_QUALITY_RECOVERED,16,0.17381452330039954
DEVELOPMENT_OOF,MACRO,LEAD_QUALITY_RECOVERED,17,0.18991914060450227
DEVELOPMENT_OOF,MACRO,LEAD_QUALITY_RECOVERED,18,0.20375739850467395
DEVELOPMENT_OOF,MACRO,LEAD_QUALITY_RECOVERED,19,0.21391054749285976
DEVELOPMENT_OOF,MACRO,LEAD_QUALITY_RECOVERED,20,0.2258134841246936
DEVELOPMENT_OOF,MACRO,LEAD_QUALITY_RECOVERED,21,0.22981182744061052
DEVELOPMENT_OOF,MACRO,LEAD_QUALITY_RECOVERED,22,0.24396331974471325
DEVELOPMENT_OOF,MACRO,LEAD_QUALITY_RECOVERED,23,0.25584845264488487
DEVELOPMENT_OOF,MACRO,LEAD_QUALITY_RECOVERED,24,0.2681380494325295
DEVELOPMENT_OOF,MACRO,LEAD_QUALITY_RECOVERED,25,0.27639369544093284
DEVELOPMENT_OOF,MACRO,LEAD_QUALITY_RECOVERED,26,0.2845194298448639
DEVELOPMENT_OOF,MACRO,LEAD_QUALITY_RECOVERED,27,0.2885177731607808
DEVELOPMENT_OOF,MACRO,LEAD_QUALITY_RECOVERED,28,0.29061861349691526
DEVELOPMENT_OOF,MACRO,LEAD_QUALITY_RECOVERED,29,0.2967356008806288
DEVELOPMENT_OOF,MACRO,LEAD_QUALITY_RECOVERED,30,0.3069243573321389
DEVELOPMENT_OOF,MACRO,LEAD_QUALITY_RECOVERED,31,0.3173342548716632
DEVELOPMENT_OOF,MACRO,LEAD_QUALITY_RECOVERED,32,0.32343343852371453
DEVELOPMENT_OOF,MACRO,LEAD_QUALITY_RECOVERED,33,0.3355575162435625
DEVELOPMENT_OOF,MACRO,LEAD_QUALITY_RECOVERED,34,0.34594961005142466
DEVELOPMENT_OOF,MACRO,LEAD_QUALITY_RECOVERED,35,0.36190651201939295
DEVELOPMENT_OOF,MACRO,LEAD_QUALITY_RECOVERED,36,0.37167300085176797
DEVELOPMENT_OOF,MACRO,LEAD_QUALITY_RECOVERED,37,0.3756535404360228
DEVELOPMENT_OOF,MACRO,LEAD_QUALITY_RECOVERED,38,0.3874652475843147
DEVELOPMENT_OOF,MACRO,LEAD_QUALITY_RECOVERED,39,0.40169016564029714
DEVELOPMENT_OOF,MACRO,LEAD_QUALITY_RECOVERED,40,0.41552928737284384
DEVELOPMENT_OOF,MACRO,LEAD_QUALITY_RECOVERED,41,0.4255903430451128
DEVELOPMENT_OOF,MACRO,LEAD_QUALITY_RECOVERED,42,0.42964430838124723
DEVELOPMENT_OOF,MACRO,LEAD_QUALITY_RECOVERED,43,0.43552235094528446
DEVELOPMENT_OOF,MACRO,LEAD_QUALITY_RECOVERED,44,0.45116688234169666
DEVELOPMENT_OOF,MACRO,LEAD_QUALITY_RECOVERED,45,0.46314324472541024
DEVELOPMENT_OOF,MACRO,LEAD_QUALITY_RECOVERED,46,0.4732407716933785
DEVELOPMENT_OOF,MACRO,LEAD_QUALITY_RECOVERED,47,0.48105413552575355
DEVELOPMENT_OOF,MACRO,LEAD_QUALITY_RECOVERED,48,0.4889409251100083
DEVELOPMENT_OOF,MACRO,LEAD_QUALITY_RECOVERED,49,0.49931521518620825
DEVELOPMENT_OOF,MACRO,LEAD_QUALITY_RECOVERED,50,0.5075152391743941
DEVELOPMENT_OOF,MACRO,LEAD_QUALITY_RECOVERED,51,0.5153464067384314
DEVELOPMENT_OOF,MACRO,LEAD_QUALITY_RECOVERED,52,0.5293501837063996
DEVELOPMENT_OOF,MACRO,LEAD_QUALITY_RECOVERED,53,0.5389689572026403
DEVELOPMENT_OOF,MACRO,LEAD_QUALITY_RECOVERED,54,0.5467080314507605
DEVELOPMENT_OOF,MACRO,LEAD_QUALITY_RECOVERED,55,0.5543736799470012
DEVELOPMENT_OOF,MACRO,LEAD_QUALITY_RECOVERED,56,0.5582065041951214
DEVELOPMENT_OOF,MACRO,LEAD_QUALITY_RECOVERED,57,0.5761730170156822
DEVELOPMENT_OOF,MACRO,LEAD_QUALITY_RECOVERED,58,0.5903979350716647
DEVELOPMENT_OOF,MACRO,LEAD_QUALITY_RECOVERED,59,0.5986535810800682
DEVELOPMENT_OOF,MACRO,LEAD_QUALITY_RECOVERED,60,0.6049917095517958
DEVELOPMENT_OOF,MACRO,LEAD_QUALITY_RECOVERED,61,0.6069448345517958
DEVELOPMENT_OOF,MACRO,LEAD_QUALITY_RECOVERED,62,0.6192166276077782
DEVELOPMENT_OOF,MACRO,LEAD_QUALITY_RECOVERED,63,0.6250760026077782
DEVELOPMENT_OOF,MACRO,LEAD_QUALITY_RECOVERED,64,0.6352469553276261
DEVELOPMENT_OOF,MACRO,LEAD_QUALITY_RECOVERED,65,0.6516083211830673
DEVELOPMENT_OOF,MACRO,LEAD_QUALITY_RECOVERED,66,0.6632545092635627
DEVELOPMENT_OOF,MACRO,LEAD_QUALITY_RECOVERED,67,0.6789168443916371
DEVELOPMENT_OOF,MACRO,LEAD_QUALITY_RECOVERED,68,0.6831363287955681
DEVELOPMENT_OOF,MACRO,LEAD_QUALITY_RECOVERED,69,0.7029091151123696
DEVELOPMENT_OOF,MACRO,LEAD_QUALITY_RECOVERED,70,0.7109436200327589
DEVELOPMENT_OOF,MACRO,LEAD_QUALITY_RECOVERED,71,0.7210055395374029
DEVELOPMENT_OOF,MACRO,LEAD_QUALITY_RECOVERED,72,0.7290578481894542
DEVELOPMENT_OOF,MACRO,LEAD_QUALITY_RECOVERED,73,0.737054534821288
DEVELOPMENT_OOF,MACRO,LEAD_QUALITY_RECOVERED,74,0.7528281139897974
DEVELOPMENT_OOF,MACRO,LEAD_QUALITY_RECOVERED,75,0.7587617785740522
DEVELOPMENT_OOF,MACRO,LEAD_QUALITY_RECOVERED,76,0.7727299480786962
DEVELOPMENT_OOF,MACRO,LEAD_QUALITY_RECOVERED,77,0.7825142406427334
DEVELOPMENT_OOF,MACRO,LEAD_QUALITY_RECOVERED,78,0.7967569624303781
DEVELOPMENT_OOF,MACRO,LEAD_QUALITY_RECOVERED,79,0.8087155210824294
DEVELOPMENT_OOF,MACRO,LEAD_QUALITY_RECOVERED,80,0.8188130480503977
DEVELOPMENT_OOF,MACRO,LEAD_QUALITY_RECOVERED,81,0.8287272522189071
DEVELOPMENT_OOF,MACRO,LEAD_QUALITY_RECOVERED,82,0.8366318455348242
DEVELOPMENT_OOF,MACRO,LEAD_QUALITY_RECOVERED,83,0.8547452098591444
DEVELOPMENT_OOF,MACRO,LEAD_QUALITY_RECOVERED,84,0.8650460741834647
DEVELOPMENT_OOF,MACRO,LEAD_QUALITY_RECOVERED,85,0.8713842026551923
DEVELOPMENT_OOF,MACRO,LEAD_QUALITY_RECOVERED,86,0.8794187075755815
DEVELOPMENT_OOF,MACRO,LEAD_QUALITY_RECOVERED,87,0.887488819959295
DEVELOPMENT_OOF,MACRO,LEAD_QUALITY_RECOVERED,88,0.9014747931956011
DEVELOPMENT_OOF,MACRO,LEAD_QUALITY_RECOVERED,89,0.911627942183787
DEVELOPMENT_OOF,MACRO,LEAD_QUALITY_RECOVERED,90,0.9137287825199214
DEVELOPMENT_OOF,MACRO,LEAD_QUALITY_RECOVERED,91,0.9297034882195518
